"date","epiweek","geocode","temp_min","temp_med","temp_max","precip_min","precip_med","precip_max","precip_tot","pressure_min","pressure_med","pressure_max","rel_humid_min","rel_humid_med","rel_humid_max","thermal_range","rainy_days"
2017-01-01,201701,3305752,23.4101,27.1216,31.406,1e-04,0.3299,1.9148,2.6395,0.9979,0.9991,1.0001,65.8534,79.7954,90.5909,7.9959,7
2017-01-01,201701,3305802,20.9793,25.0382,29.9287,1e-04,0.3105,1.7993,2.4843,0.999,1.0003,1.0015,62.2582,79.2492,92.1547,8.9494,6
2017-01-01,201701,3305901,21.3656,25.8745,30.7485,0,0.1942,1.0849,1.5536,0.9985,1,1.0012,61.4564,78.7822,93.3115,9.3829,6
2017-01-01,201701,3306008,21.4375,25.8149,31.4468,0,0.1668,1.1379,1.3347,0.9981,1,1.0014,55.4785,74.5963,89.8909,10.0093,6
2017-01-01,201701,3306107,21.1575,25.4877,31.2219,0,0.2029,1.0973,1.6231,0.9983,1.0001,1.0014,55.0409,75.5394,90.6416,10.0644,6
2017-01-01,201701,3306156,22.0201,27.2249,33.1568,0,0.0594,0.3177,0.475,0.9979,0.9996,1.0012,49.3009,72.1413,90.0608,11.1366,5
2017-01-01,201701,3306206,22.0745,26.11,31.6272,8e-04,0.2327,1.4259,1.862,0.9982,0.9997,1.0009,56.699,76.3448,90.2599,9.5526,6
2017-01-01,201701,3306305,22.0697,26.054,31.1789,2e-04,0.3357,1.6694,2.6856,0.998,0.9996,1.0007,58.2466,77.2258,90.7951,9.1092,6
2017-01-08,201702,3300100,24.6848,26.0033,27.4937,0.0326,0.8433,2.608,6.7462,0.9955,0.9973,0.9988,77.7667,84.3836,89.3423,2.8089,7
2017-01-08,201702,3300159,22.8508,26.1392,30.5987,0.0127,0.4029,1.275,3.2229,0.996,0.9979,0.9993,61.2428,77.9094,90.7907,7.748,5
2017-01-08,201702,3300209,25.3031,26.9172,28.8526,0.0248,0.4928,1.7753,3.9427,0.9951,0.9966,0.9979,75.6562,83.1018,89.6231,3.5495,7
2017-01-08,201702,3300225,21.177,24.0465,27.8558,0.0491,0.7167,3.238,5.7335,0.997,0.9987,1.0001,68.351,83.0315,93.6551,6.6789,7
2017-01-08,201702,3300233,24.9554,26.1693,27.7073,0.0016,0.3241,1.1561,2.593,0.9951,0.9967,0.998,78.0759,84.0529,89.3882,2.7519,7
2017-01-08,201702,3300258,24.3832,24.8654,25.4188,0.0017,0.1047,0.4032,0.8379,0.9954,0.997,0.9983,84.5939,87.8807,91.2036,1.0357,3
2017-01-08,201702,3300308,23.1424,26.0561,30.2047,0.1127,0.7188,3.0144,5.7505,0.9956,0.9974,0.9989,64.3669,81.5846,92.1846,7.0622,7
2017-01-08,201702,3300407,20.9229,23.8709,28.0032,0.0759,0.6918,1.9857,5.5347,0.9967,0.9985,1.0001,68.536,84.4138,94.3725,7.0802,7
2017-01-08,201702,3300456,24.9783,27.2034,30.4041,0.1044,0.6582,2.6533,5.2654,0.995,0.9968,0.9983,66.7339,80.1807,88.6152,5.4258,7
2017-01-08,201702,3300506,21.1786,24.2049,27.8093,0.076,0.6536,2.8497,5.2289,0.9971,0.9987,1.0001,67.6282,81.0747,92.5789,6.6306,7
2017-01-08,201702,3300605,22.6977,26.4201,31.3426,0.0262,0.3611,1.4582,2.8886,0.996,0.9979,0.9993,55.1007,75.0864,89.7234,8.6448,5
2017-01-08,201702,3300704,24.3832,24.8654,25.4188,0.0017,0.1047,0.4032,0.8379,0.9954,0.997,0.9983,84.5939,87.8807,91.2036,1.0357,3
2017-01-08,201702,3300803,21.1578,24.0225,27.7331,0.0601,0.9899,4.5461,7.9191,0.9971,0.9987,1,69.6382,83.2565,93.5816,6.5753,7
2017-01-08,201702,3300902,23.5833,27.1142,31.5024,0.0292,0.4798,1.8469,3.8387,0.9956,0.9977,0.9991,57.628,74.4125,89.1632,7.9191,6
2017-01-08,201702,3300936,24.5044,27.2534,31.3176,0.0084,0.3924,1.0807,3.1389,0.9953,0.9972,0.9986,60.8312,76.2448,87.4048,6.8132,4
2017-01-08,201702,3300951,21.2631,24.4678,29.0356,0.0814,0.4637,1.7117,3.7092,0.9965,0.9985,0.9999,62.3381,81.5834,93.5698,7.7725,7
2017-01-08,201702,3301009,24.5913,27.751,32.5888,0.0032,0.4526,1.8787,3.6211,0.9954,0.9974,0.9987,54.9696,73.0835,86.05,7.9976,5
2017-01-08,201702,3301108,22.0317,25.0464,28.8783,0.0212,0.5277,1.9409,4.2216,0.9966,0.9983,0.9996,65.7879,80.5962,92.0973,6.8466,7
2017-01-08,201702,3301157,24.4531,27.9176,33.0099,0.0013,0.3795,1.4158,3.0357,0.9955,0.9974,0.9987,52.2931,71.4156,85.423,8.5568,5
2017-01-08,201702,3301207,21.1786,24.2049,27.8093,0.076,0.6536,2.8497,5.2289,0.9971,0.9987,1.0001,67.6282,81.0747,92.5789,6.6306,7
2017-01-08,201702,3301306,23.0377,25.8662,29.6882,0.0153,0.7992,3.3894,6.3934,0.9962,0.9978,0.9991,66.2099,80.0232,90.2939,6.6504,7
2017-01-08,201702,3301405,23.4325,26.3945,30.5367,0.0164,0.4436,1.2339,3.5491,0.9958,0.9977,0.999,63.1112,78.6705,89.9921,7.1043,7
2017-01-08,201702,3301504,21.1786,24.2049,27.8093,0.076,0.6536,2.8497,5.2289,0.9971,0.9987,1.0001,67.6282,81.0747,92.5789,6.6306,7
2017-01-08,201702,3301603,20.6723,23.6985,27.3,0.0739,0.669,2.92,5.3519,0.9972,0.999,1.0004,68.2391,81.377,92.752,6.6276,7
2017-01-08,201702,3301702,25.0772,27.548,30.955,0.1049,0.5384,2.3971,4.3073,0.9949,0.9967,0.9981,64.5177,79.5597,90.0333,5.8778,7
2017-01-08,201702,3301801,22.6268,25.4998,29.6269,0.1274,0.631,1.9692,5.0478,0.9958,0.9977,0.9992,66.205,82.5571,92.4511,7.0001,7
2017-01-08,201702,3301850,23.4396,26.4392,30.4314,0.0817,0.5922,2.9709,4.7376,0.9956,0.9974,0.9988,64.2917,81.0303,92.9183,6.9919,7
2017-01-08,201702,3301876,25.3031,26.9172,28.8526,0.0248,0.4928,1.7753,3.9427,0.9951,0.9966,0.9979,75.6562,83.1018,89.623,3.5495,7
2017-01-08,201702,3301900,25.7085,27.9629,30.7915,0.0606,0.4349,1.768,3.479,0.9949,0.9966,0.9979,66.6068,79.1866,88.5382,5.083,7
2017-01-08,201702,3302007,24.4451,26.5126,29.416,0.0753,0.6792,2.4142,5.4334,0.9954,0.9972,0.9986,70.4872,81.9964,88.9658,4.9708,7
2017-01-08,201702,3302056,23.7403,27.5619,32.5642,0.005,0.2946,1.0955,2.3568,0.9955,0.9975,0.9988,53.4526,72.7344,88.3345,8.824,5
2017-01-08,201702,3302106,22.8508,26.1392,30.5987,0.0127,0.4029,1.275,3.2229,0.996,0.9979,0.9993,61.2428,77.9094,90.7907,7.748,5
2017-01-08,201702,3302205,22.9081,26.6489,31.4903,0.0252,0.4439,2.071,3.5514,0.9958,0.9979,0.9993,54.764,73.821,88.4443,8.5822,4
2017-01-08,201702,3302254,20.9229,23.8709,28.0031,0.0759,0.6918,1.9857,5.5347,0.9967,0.9985,1.0001,68.5361,84.4138,94.3725,7.0802,7
2017-01-08,201702,3302270,23.1424,26.0561,30.2047,0.1127,0.7188,3.0144,5.7505,0.9956,0.9974,0.9989,64.3669,81.5846,92.1846,7.0622,7
2017-01-08,201702,3302304,22.9699,26.58,31.3722,0.0263,0.5015,2.0149,4.0123,0.9958,0.9979,0.9993,55.2478,73.915,87.1827,8.4024,5
2017-01-08,201702,3302403,24.4329,25.1297,26.096,0.0037,0.1887,0.4479,1.5096,0.9954,0.9971,0.9985,80.122,85.8101,90.4761,1.6631,4
2017-01-08,201702,3302452,22.0317,25.0464,28.8783,0.0212,0.5277,1.9409,4.2216,0.9966,0.9983,0.9996,65.7879,80.5962,92.0973,6.8466,7
2017-01-08,201702,3302502,25.7085,27.9629,30.7915,0.0606,0.4349,1.768,3.479,0.9949,0.9966,0.9979,66.6068,79.1866,88.5382,5.083,7
2017-01-08,201702,3302601,26.1669,27.1573,28.4991,0.0159,0.5284,1.9235,4.227,0.9948,0.9967,0.9982,76.0986,82.5252,86.7861,2.3323,7
2017-01-08,201702,3302700,25.8663,26.8433,27.787,0.0333,0.2246,0.6003,1.7965,0.9949,0.9966,0.9979,79.5451,84.328,88.7579,1.9206,4
2017-01-08,201702,3302809,22.6268,25.4998,29.6269,0.1274,0.631,1.9692,5.0478,0.9958,0.9977,0.9992,66.205,82.5571,92.4511,7.0001,7
2017-01-08,201702,3302858,24.9783,27.2034,30.4041,0.1044,0.6582,2.6533,5.2654,0.995,0.9968,0.9983,66.7339,80.1807,88.6152,5.4258,7
2017-01-08,201702,3302908,21.7422,24.8432,29.2615,0.0658,0.6733,3.153,5.3863,0.9963,0.9982,0.9996,64.2828,82.7577,94.0879,7.5192,7
2017-01-08,201702,3303005,23.6424,27.268,31.914,0.0186,0.4854,1.7323,3.8828,0.9954,0.9976,0.999,56.2322,74.0814,88.9465,8.2716,6
2017-01-08,201702,3303104,22.9699,26.58,31.3722,0.0263,0.5015,2.0149,4.0123,0.9958,0.9979,0.9993,55.2478,73.915,87.1827,8.4024,5
2017-01-08,201702,3303203,24.9783,27.2034,30.4041,0.1044,0.6582,2.6533,5.2654,0.995,0.9968,0.9983,66.7339,80.1807,88.6152,5.4258,7
2017-01-08,201702,3303302,26.2533,27.3475,28.4493,0.045,0.2226,0.7025,1.7809,0.9948,0.9965,0.9978,77.0528,82.8405,87.7965,2.1959,7
2017-01-08,201702,3303401,21.1578,24.0225,27.7331,0.0601,0.9899,4.5461,7.9191,0.9971,0.9987,1,69.6382,83.2565,93.5816,6.5753,7
2017-01-08,201702,3303500,24.9783,27.2034,30.4041,0.1044,0.6582,2.6533,5.2654,0.995,0.9968,0.9983,66.7339,80.1807,88.6152,5.4258,7
2017-01-08,201702,3303609,22.6268,25.4998,29.6269,0.1274,0.631,1.9692,5.0478,0.9958,0.9977,0.9992,66.205,82.5571,92.4511,7.0001,7
2017-01-08,201702,3303708,21.4407,24.468,28.6074,0.0623,0.5851,2.6031,4.681,0.9967,0.9985,0.9999,66.1596,82.8519,94.0518,7.1667,7
2017-01-08,201702,3303807,23.321,25.0674,27.0604,0.0324,1.271,3.7845,10.1677,0.9961,0.9979,0.9994,77.1618,85.6876,92.2418,3.7395,7
2017-01-08,201702,3303856,21.7422,24.8432,29.2615,0.0658,0.6733,3.153,5.3863,0.9963,0.9982,0.9996,64.2828,82.7577,94.0879,7.5192,7
2017-01-08,201702,3303906,23.2859,26.3136,30.4532,0.0853,0.7045,3.5362,5.636,0.9955,0.9973,0.9988,64.1806,81.3833,93.115,7.1673,7
2017-01-08,201702,3303955,21.8795,24.8528,29.0004,0.0976,0.5651,1.6159,4.5206,0.9961,0.998,0.9995,67.2007,83.4,93.4184,7.1208,7
2017-01-08,201702,3304003,21.8795,24.8528,29.0004,0.0976,0.5651,1.6159,4.5206,0.9961,0.998,0.9995,67.2007,83.4,93.4184,7.1208,7
2017-01-08,201702,3304102,22.9081,26.6489,31.4903,0.0252,0.4439,2.071,3.5514,0.9958,0.9979,0.9993,54.764,73.821,88.4443,8.5822,4
2017-01-08,201702,3304110,21.8795,24.8528,29.0004,0.0976,0.5651,1.6159,4.5206,0.9961,0.998,0.9995,67.2007,83.4,93.4184,7.1208,7
2017-01-08,201702,3304128,21.8795,24.8528,29.0004,0.0976,0.5651,1.6159,4.5206,0.9961,0.998,0.9995,67.2007,83.4,93.4184,7.1208,7
2017-01-08,201702,3304144,25.0772,27.548,30.955,0.1049,0.5384,2.3971,4.3073,0.9949,0.9967,0.9981,64.5177,79.5597,90.0333,5.8778,7
2017-01-08,201702,3304151,24.5044,27.2534,31.3176,0.0084,0.3924,1.0807,3.1389,0.9953,0.9972,0.9986,60.8313,76.2447,87.4048,6.8132,4
2017-01-08,201702,3304201,19.8357,22.9457,27.3263,0.0845,0.6618,2.2841,5.2943,0.9971,0.999,1.0005,67.3188,84.4336,94.8061,7.4906,7
2017-01-08,201702,3304300,23.664,26.3238,29.8774,0.0254,0.979,4.4837,7.8317,0.9959,0.9974,0.9987,68.3219,81.8227,91.4236,6.2135,7
2017-01-08,201702,3304409,21.8795,24.8528,29.0004,0.0976,0.5651,1.6159,4.5206,0.9961,0.998,0.9995,67.2007,83.4,93.4184,7.1208,7
2017-01-08,201702,3304508,21.7422,24.8432,29.2615,0.0658,0.6733,3.153,5.3863,0.9963,0.9982,0.9996,64.2828,82.7577,94.0879,7.5192,7
2017-01-08,201702,3304524,24.5375,26.7775,29.8542,0.0079,0.6884,2.8084,5.5075,0.9954,0.997,0.9984,69.2263,80.1268,88.665,5.3166,7
2017-01-08,201702,3304557,25.429,27.8751,31.0551,0.0721,0.4022,1.8283,3.2173,0.9948,0.9966,0.998,64.6927,79.2108,89.7185,5.6261,7
2017-01-08,201702,3304607,23.4325,26.3945,30.5367,0.0164,0.4436,1.2339,3.5491,0.9958,0.9977,0.999,63.1112,78.6705,89.9921,7.1043,7
2017-01-08,201702,3304706,23.5158,27.039,31.4376,0.0673,0.592,2.2008,4.736,0.9955,0.9976,0.9991,57.7132,75.1057,89.7938,7.9218,6
2017-01-08,201702,3304755,24.5744,25.2558,26.1878,0.0143,0.1244,0.4118,0.9948,0.9961,0.9978,0.999,78.2122,84.0341,88.1269,1.6134,5
2017-01-08,201702,3304805,23.6934,27.049,32.0114,0.0054,0.4939,1.7875,3.9509,0.9955,0.9976,0.9989,57.6862,75.617,88.5347,8.3179,4
2017-01-08,201702,3304904,25.429,27.8751,31.0551,0.0721,0.4022,1.8283,3.2173,0.9948,0.9966,0.998,64.6927,79.2108,89.7185,5.6261,7
