date,epiweek,geocode,temp_min,temp_med,temp_max,precip_min,precip_med,precip_max,precip_tot,pressure_min,pressure_med,pressure_max,rel_humid_min,rel_humid_med,rel_humid_max,thermal_range,rainy_days
2009-12-27,200952,2603801,20.7181,24.0314,29.4736,0.0025,0.2629,0.9176,2.1036,0.9973,0.9996,1.001,53.701,78.1331,93.2509,8.7556,2
2009-12-27,200952,2603900,21.216,24.3351,28.8732,0.014,1.6629,6.6496,13.3033,0.9965,0.9992,1.0012,62.0758,81.0588,93.8402,7.6573,2
2009-12-27,200952,2603926,22.1823,24.8748,29.076,0.0409,1.6113,7.8629,12.8903,0.9963,0.9989,1.0014,62.4149,81.9938,91.0819,6.8937,2
2009-12-27,200952,2604007,22.8911,25.8408,30.1827,0.0098,0.1336,0.4624,1.0691,0.9967,0.9987,1.0001,62.6849,80.791,93.3384,7.2916,2
2009-12-27,200952,2604106,20.9566,24.1515,29.7908,0.0047,0.1124,0.4298,0.8994,0.9973,0.9995,1.0008,54.9942,79.8783,94.9095,8.8342,2
2009-12-27,200952,2604155,22.4312,25.48,30.7533,0.0121,0.2535,1.429,2.0279,0.9968,0.9988,1.0002,58.0012,80.5241,94.1623,8.3221,2
2009-12-27,200952,2604205,22.1328,25.1888,28.9008,0.0036,0.114,0.3567,0.9119,0.997,0.999,1.0005,65.7132,81.972,95.2072,6.768,2
2009-12-27,200952,2604304,20.8349,23.3059,26.6189,0.0024,1.7168,6.1664,13.7348,0.9969,0.9992,1.0016,70.7496,85.7166,95.4433,5.784,2
2009-12-27,200952,2604403,22.4186,25.3657,29.2394,0.0035,0.1187,0.3317,0.949,0.9969,0.9989,1.0002,66.4053,82.4086,94.4879,6.8208,2
2009-12-27,200952,2604502,22.4186,25.3657,29.2395,0.0035,0.1187,0.3317,0.949,0.9969,0.9989,1.0002,66.4053,82.4086,94.488,6.8208,2
2009-12-27,200952,2604601,23.5509,26.1618,29.9972,0.0266,0.1336,0.3087,1.0689,0.9967,0.9985,0.9999,67.1057,82.8171,94.1403,6.4463,2
2009-12-27,200952,2604700,21.1786,24.398,29.2451,0.0011,0.0956,0.4077,0.7645,0.9971,0.9994,1.0008,57.0424,80.6387,94.446,8.0665,2
2009-12-27,200952,2604809,22.9263,25.8545,29.3368,0.0042,0.1457,0.3854,1.1658,0.9967,0.9988,1.0001,66.3888,82.2348,95.2619,6.4104,2
2009-12-27,200952,2604908,21.4381,24.5899,30.0971,0.0042,0.149,0.6566,1.1917,0.9971,0.9993,1.0007,56.293,80.2383,95.069,8.6591,2
2009-12-27,200952,2605004,20.7701,23.9371,29.0873,0.0046,0.1128,0.4216,0.9022,0.9973,0.9996,1.0009,57.8479,81.9418,96.1571,8.3172,2
2009-12-27,200952,2605103,21.7783,24.8741,29.4573,0.0062,1.4631,6.5225,11.7048,0.9964,0.999,1.0012,61.131,80.0663,92.3617,7.679,2
2009-12-27,200952,2605152,21.7085,24.128,27.8622,0.0,0.375,0.9631,3.0006,0.997,0.999,1.0012,67.7749,85.8181,95.8664,6.1537,2
2009-12-27,200952,2605202,22.2799,25.1989,28.7057,0.0117,0.1354,0.4268,1.0829,0.997,0.999,1.0003,69.2143,83.8573,96.077,6.4258,2
2009-12-27,200952,2605301,20.8597,22.8741,25.4298,0.0019,0.807,3.6059,6.4565,0.9972,0.9994,1.0014,77.8464,86.9115,94.4982,4.5701,2
2009-12-27,200952,2605400,22.8911,25.8408,30.1827,0.0098,0.1336,0.4624,1.0691,0.9967,0.9987,1.0001,62.6849,80.791,93.3384,7.2916,2
2009-12-27,200952,2605459,26.004,26.5156,26.96,0.013,0.0475,0.0837,0.3802,0.9964,0.9977,0.9991,77.1894,80.2291,83.5618,0.956,2
2009-12-27,200952,2605509,23.563,26.2758,30.4635,0.0204,0.1383,0.2945,1.1061,0.9966,0.9984,0.9998,64.8839,82.3099,93.7833,6.9005,2
2009-12-27,200952,2605608,21.5788,24.3992,28.7,0.0164,1.552,6.0115,12.4157,0.9965,0.9992,1.0013,63.0656,81.2603,93.5303,7.1212,2
2009-12-27,200952,2605707,23.3039,25.9732,30.0324,0.0199,1.004,3.2587,8.0321,0.9959,0.9985,1.001,61.0372,79.3909,88.2117,6.7285,2
2009-12-27,200952,2605806,22.0139,25.2577,31.0651,0.0062,0.2448,1.5375,1.9581,0.9967,0.9991,1.0004,53.2938,78.3797,93.5344,9.0512,2
2009-12-27,200952,2605905,22.1328,25.1888,28.9008,0.0036,0.114,0.3567,0.9119,0.997,0.999,1.0005,65.7132,81.9719,95.2071,6.768,2
2009-12-27,200952,2606002,20.5634,23.7086,28.8754,0.0035,0.1015,0.4059,0.8117,0.9975,0.9997,1.001,56.4795,81.6887,95.6296,8.312,2
2009-12-27,200952,2606101,22.4186,25.3657,29.2395,0.0035,0.1187,0.3317,0.949,0.9969,0.9989,1.0002,66.4053,82.4086,94.488,6.8208,2
2009-12-27,200952,2606200,23.5509,26.1618,29.9972,0.0266,0.1336,0.3087,1.0689,0.9967,0.9985,0.9999,67.1057,82.8172,94.1403,6.4463,2
2009-12-27,200952,2606309,21.4774,23.9813,26.9368,0.0,1.1726,5.484,9.381,0.9967,0.999,1.0013,70.1093,83.9768,93.5681,5.4594,2
2009-12-27,200952,2606408,22.2799,25.1989,28.7057,0.0117,0.1354,0.4268,1.0829,0.997,0.999,1.0003,69.2143,83.8573,96.077,6.4258,2
2009-12-27,200952,2606507,22.4412,25.6979,31.4679,0.0001,0.1856,0.5702,1.4848,0.9963,0.9988,1.0003,48.8919,74.8123,89.5589,9.0267,2
2009-12-27,200952,2606606,22.2231,25.4048,30.0454,0.0069,1.0159,4.4622,8.1275,0.9962,0.9989,1.001,58.2459,79.2186,91.942,7.8222,2
2009-12-27,200952,2606705,20.5313,23.7712,29.3153,0.0044,0.1013,0.3065,0.8106,0.9973,0.9997,1.001,53.987,80.1186,95.1693,8.7839,2
2009-12-27,200952,2606804,23.4916,26.2006,29.7154,0.0203,0.1428,0.3298,1.142,0.9967,0.9985,0.9999,67.1674,82.0358,93.578,6.2238,2
2009-12-27,200952,2606903,21.1341,24.483,29.4405,0.0053,1.3298,4.765,10.6388,0.9964,0.9991,1.0011,59.1965,79.7502,93.0751,8.3064,2
2009-12-27,200952,2607000,22.6795,25.9151,30.7918,0.009,0.5598,1.9952,4.4782,0.9958,0.9987,1.0005,56.2092,78.1461,92.6852,8.1123,2
2009-12-27,200952,2607109,21.1206,24.4499,29.893,0.0057,0.7882,2.308,6.3056,0.9963,0.9992,1.0009,55.5956,78.9382,93.2452,8.7723,2
2009-12-27,200952,2607208,24.4993,25.8646,26.8366,0.0288,0.1545,0.2882,1.236,0.9968,0.9985,1.0,78.5886,84.1622,90.3618,2.3373,2
2009-12-27,200952,2607307,20.8383,22.7882,25.8289,0.0039,0.5344,2.6578,4.2755,0.9972,0.9993,1.0013,77.0549,87.5244,95.4237,4.9906,2
2009-12-27,200952,2607406,23.2253,26.0739,30.0885,0.0157,1.2798,2.5882,10.239,0.9961,0.9985,1.0009,60.0855,78.6904,87.7561,6.8632,2
2009-12-27,200952,2607505,22.2952,25.5465,30.4085,0.0057,1.1075,4.3347,8.8602,0.9961,0.9989,1.0006,55.4049,76.5634,90.9174,8.1133,2
2009-12-27,200952,2607604,24.7987,25.9994,26.8246,0.0295,0.186,0.6824,1.4886,0.9968,0.9983,0.9997,80.1866,84.1558,90.4624,2.0259,2
2009-12-27,200952,2607653,24.4314,26.2488,28.5932,0.0657,0.1479,0.3698,1.1831,0.9967,0.9984,0.9997,73.5309,83.9105,92.2824,4.1617,2
2009-12-27,200952,2607703,21.7065,24.7641,30.2453,0.0066,0.5356,1.348,4.2846,0.9961,0.999,1.0008,55.1381,78.8766,90.9775,8.5388,2
2009-12-27,200952,2607752,23.4916,26.2006,29.7154,0.0203,0.1428,0.3298,1.142,0.9967,0.9985,0.9999,67.1674,82.0358,93.578,6.2238,2
2009-12-27,200952,2607802,24.227,26.3067,28.4736,0.0401,0.1489,0.3743,1.191,0.9967,0.9984,0.9998,72.5786,83.0787,92.2366,4.2466,2
2009-12-27,200952,2607901,23.1999,25.8168,28.8349,0.0281,0.1481,0.3099,1.1854,0.9967,0.9987,1.0,70.0,83.0649,94.0381,5.6349,2
2009-12-27,200952,2607950,22.6488,25.6477,29.3432,0.0015,0.1464,0.3438,1.1718,0.9967,0.9988,1.0002,66.1829,81.8382,94.9944,6.6944,2
2009-12-27,200952,2608008,21.7756,25.4178,31.299,0.0035,0.1327,0.3819,1.0616,0.9962,0.9991,1.0005,49.7558,74.2629,91.2477,9.5234,2
2009-12-27,200952,2608057,23.1792,26.6211,31.5352,0.0248,0.1624,0.3614,1.2995,0.9957,0.9985,1.0005,51.5872,75.7796,90.6824,8.356,2
2009-12-27,200952,2608107,22.3464,25.4515,30.5689,0.0071,0.179,1.0982,1.4315,0.9967,0.9989,1.0002,57.7553,79.7404,93.7041,8.2225,2
2009-12-27,200952,2608206,22.1328,25.1888,28.9008,0.0036,0.114,0.3567,0.9119,0.997,0.999,1.0005,65.7132,81.972,95.2072,6.768,2
2009-12-27,200952,2608255,20.5313,23.7712,29.3153,0.0044,0.1013,0.3065,0.8106,0.9973,0.9997,1.001,53.9871,80.1186,95.1693,8.7839,2
2009-12-27,200952,2608305,20.5313,23.7712,29.3153,0.0044,0.1013,0.3065,0.8106,0.9973,0.9997,1.001,53.9871,80.1186,95.1693,8.7839,2
2009-12-27,200952,2608404,20.7701,23.9371,29.0873,0.0046,0.1128,0.4216,0.9022,0.9973,0.9996,1.0009,57.8479,81.9418,96.1571,8.3172,2
2009-12-27,200952,2608453,22.8911,25.8408,30.1827,0.0098,0.1336,0.4624,1.0691,0.9967,0.9987,1.0001,62.6849,80.791,93.3384,7.2916,2
2009-12-27,200952,2608503,23.1999,25.8168,28.8349,0.0281,0.1481,0.3099,1.1854,0.9967,0.9987,1.0,70.0,83.0649,94.0381,5.6349,2
2009-12-27,200952,2608602,21.1786,24.398,29.2451,0.0011,0.0956,0.4077,0.7645,0.9971,0.9994,1.0008,57.0424,80.6387,94.446,8.0665,2
2009-12-27,200952,2608701,21.3166,24.4017,28.736,0.0021,0.1135,0.3419,0.9074,0.9973,0.9993,1.0007,63.1184,82.5714,95.9612,7.4194,2
2009-12-27,200952,2608750,22.4482,25.2957,28.9115,0.0095,0.4511,1.2215,3.6091,0.9967,0.9987,1.0009,64.9007,81.4903,91.6236,6.4633,2
2009-12-27,200952,2608800,20.9832,24.1042,28.6108,0.0031,0.1015,0.2889,0.8123,0.9973,0.9994,1.0009,61.2357,82.7985,96.0577,7.6276,2
2009-12-27,200952,2608909,22.3464,25.4516,30.5689,0.0071,0.179,1.0982,1.4315,0.9967,0.9989,1.0002,57.7553,79.7403,93.704,8.2224,2
2009-12-27,200952,2609006,22.4312,25.4799,30.7533,0.0121,0.2535,1.429,2.0279,0.9968,0.9988,1.0002,58.0012,80.5241,94.1623,8.3221,2
2009-12-27,200952,2609105,22.8911,25.8408,30.1827,0.0098,0.1336,0.4624,1.0691,0.9967,0.9987,1.0001,62.6849,80.791,93.3384,7.2916,2
2009-12-27,200952,2609154,22.2947,25.5499,30.2007,0.0117,1.0539,5.3616,8.4315,0.9961,0.9988,1.0008,57.2296,78.1204,92.2319,7.906,2
2009-12-27,200952,2609204,21.7148,24.8113,28.6285,0.0008,0.1246,0.3655,0.9965,0.9971,0.9992,1.0006,65.58,82.7027,95.873,6.9137,2
2009-12-27,200952,2609303,21.8802,24.311,28.3878,0.0272,1.4882,6.7171,11.9055,0.9965,0.999,1.0015,64.0255,82.8885,91.4906,6.5076,2
2009-12-27,200952,2609402,23.1999,25.8168,28.8349,0.0281,0.1481,0.3099,1.1854,0.9967,0.9987,1.0,70.0,83.0649,94.0381,5.6349,2
2009-12-27,200952,2609501,23.5509,26.1618,29.9972,0.0266,0.1336,0.3087,1.0689,0.9967,0.9985,0.9999,67.1057,82.8171,94.1403,6.4463,2
2009-12-27,200952,2609600,24.188,26.0131,27.6881,0.0582,0.156,0.399,1.2474,0.9967,0.9984,0.9999,75.9203,83.4282,91.3979,3.5001,2
2009-12-27,200952,2609709,22.8911,25.8408,30.1827,0.0098,0.1336,0.4624,1.0691,0.9967,0.9987,1.0001,62.6849,80.791,93.3384,7.2916,2
2009-12-27,200952,2609808,22.4162,24.9973,28.7698,0.0002,1.6196,5.2197,12.9566,0.9965,0.9986,1.0012,64.3413,82.4216,91.3098,6.3535,2
2009-12-27,200952,2609907,22.1606,24.3813,27.2725,0.0,0.7726,2.404,6.1808,0.9966,0.9988,1.0011,70.7703,84.1571,92.3167,5.1119,2
2009-12-27,200952,2610004,23.5682,26.1774,29.3177,0.0131,0.1547,0.404,1.238,0.9966,0.9985,1.0,66.8419,81.6581,93.4352,5.7496,2
2009-12-27,200952,2610103,21.1786,24.398,29.2451,0.0011,0.0956,0.4077,0.7645,0.9971,0.9994,1.0008,57.0424,80.6387,94.446,8.0665,2
2009-12-27,200952,2610202,21.7148,24.8113,28.6285,0.0008,0.1246,0.3655,0.9965,0.9971,0.9992,1.0006,65.58,82.7027,95.873,6.9137,2
2009-12-27,200952,2610301,20.9344,24.1142,29.6175,0.0031,0.1749,0.5216,1.3991,0.9973,0.9995,1.0009,53.294,78.9837,93.3741,8.6831,2
2009-12-27,200952,2610400,22.2035,24.4997,27.4281,0.0,1.0769,4.2142,8.6151,0.9966,0.9988,1.0012,69.9191,83.6158,91.5772,5.2246,2
2009-12-27,200952,2610509,22.4186,25.3657,29.2395,0.0035,0.1187,0.3317,0.949,0.9969,0.9989,1.0002,66.4053,82.4086,94.488,6.8208,2
2009-12-27,200952,2610608,23.4916,26.2006,29.7154,0.0203,0.1428,0.3298,1.142,0.9967,0.9985,0.9999,67.1675,82.036,93.578,6.2238,2
2009-12-27,200952,2610707,24.8829,25.9002,26.776,0.0327,0.1754,0.6328,1.4039,0.9968,0.9984,0.9998,80.9982,84.3023,89.5577,1.8931,2
2009-12-27,200952,2610806,20.8153,24.1884,29.1983,0.0012,0.7651,2.9011,6.1207,0.997,0.9994,1.0009,53.3746,77.2967,92.3334,8.383,2
2009-12-27,200952,2610905,20.8153,24.1884,29.1983,0.0012,0.7651,2.9011,6.1207,0.997,0.9994,1.0009,53.3746,77.2967,92.3332,8.383,2
2009-12-27,200952,2611002,23.0557,26.2564,30.8893,0.0075,0.1864,0.5096,1.4911,0.996,0.9986,1.0009,54.6818,76.1231,88.8242,7.8337,2
2009-12-27,200952,2611101,22.2629,25.0686,28.6047,0.0208,0.6706,2.0493,5.3641,0.9965,0.9989,1.001,65.5566,80.85,91.4276,6.3418,2
2009-12-27,200952,2611200,20.8957,24.3021,29.6198,0.0022,0.2904,1.1283,2.3229,0.9967,0.9994,1.001,53.3628,76.639,92.4713,8.7241,2
2009-12-27,200952,2611309,22.4186,25.3657,29.2395,0.0035,0.1187,0.3317,0.949,0.9969,0.9989,1.0002,66.4053,82.4086,94.488,6.8208,2
2009-12-27,200952,2611408,22.2799,25.1989,28.7057,0.0117,0.1354,0.4268,1.0829,0.997,0.999,1.0003,69.2143,83.8573,96.077,6.4258,2
2009-12-27,200952,2611507,20.9832,24.1042,28.6108,0.0031,0.1015,0.2889,0.8123,0.9973,0.9994,1.0009,61.2357,82.7985,96.0577,7.6276,2
2009-12-27,200952,2611533,21.1341,24.483,29.4405,0.0053,1.3298,4.765,10.6388,0.9964,0.9991,1.0011,59.1965,79.7502,93.0751,8.3064,2
2009-12-27,200952,2611606,23.1999,25.8168,28.8349,0.0281,0.1481,0.3099,1.1854,0.9967,0.9987,1.0,70.0,83.065,94.0381,5.6349,2
2009-12-27,200952,2611705,21.5625,24.583,28.6447,0.006,0.0999,0.3499,0.799,0.9972,0.9993,1.0007,65.5455,83.0291,96.0093,7.0822,2
2009-12-27,200952,2611804,22.9263,25.8545,29.3368,0.0042,0.1457,0.3854,1.1658,0.9967,0.9988,1.0001,66.3888,82.2348,95.2619,6.4104,2
2009-12-27,200952,2611903,23.7725,26.0319,28.4086,0.0319,0.1546,0.342,1.237,0.9967,0.9986,1.0,70.4806,83.2526,93.4553,4.636,2
2009-12-27,200952,2612000,21.1136,24.164,29.0958,0.0068,0.1079,0.3746,0.8631,0.9974,0.9994,1.0008,60.5302,82.0908,96.0436,7.9822,2
2009-12-27,200952,2612109,22.3464,25.4515,30.5689,0.0071,0.179,1.0982,1.4315,0.9967,0.9989,1.0002,57.7553,79.7404,93.7041,8.2225,2
2009-12-27,200952,2612208,22.021,24.3737,28.0523,0.011,1.3823,5.036,11.0578,0.9965,0.9989,1.0014,65.4188,83.0726,93.0868,6.0313,2
2009-12-27,200952,2612307,20.9344,24.1142,29.6175,0.0031,0.1749,0.5216,1.3991,0.9973,0.9995,1.0009,53.294,78.9837,93.3741,8.6831,2
2009-12-27,200952,2612406,20.5565,23.9307,29.287,0.0022,0.3526,1.0864,2.8207,0.9973,0.9996,1.001,54.8762,77.626,93.1329,8.7305,2
2009-12-27,200952,2612455,22.1945,24.2175,27.2142,0.0,0.8182,2.2676,6.5458,0.9967,0.9989,1.0013,71.4047,85.4421,93.1347,5.0197,2
2009-12-27,200952,2612471,21.7974,24.4706,28.7901,0.0167,1.2506,4.2733,10.0049,0.9965,0.999,1.0012,62.4148,81.4567,92.7851,6.9927,2
2009-12-27,200952,2612505,21.8938,25.3434,31.4033,0.0027,0.194,1.0316,1.5524,0.9966,0.9991,1.0005,50.4806,76.0963,92.0298,9.5096,2
2009-12-27,200952,2612554,21.7839,23.8492,26.5677,0.0,0.8538,2.8232,6.8307,0.9969,0.999,1.0013,76.1852,87.1265,94.9438,4.7838,2
2009-12-27,200952,2612604,22.4303,25.1349,28.651,0.0119,0.7577,2.0465,6.0611,0.9966,0.9986,1.001,64.9054,82.1056,91.3112,6.2207,2
2009-12-27,200952,2612703,21.8938,25.3434,31.4033,0.0027,0.194,1.0316,1.5524,0.9966,0.9991,1.0005,50.4806,76.0963,92.0298,9.5096,2
2009-12-27,200952,2612802,21.7065,24.7641,30.2453,0.0066,0.5356,1.348,4.2846,0.9961,0.999,1.0008,55.138,78.8765,90.9773,8.5388,2
2009-12-27,200952,2612901,20.9832,24.1042,28.6108,0.0031,0.1015,0.2889,0.8123,0.9973,0.9994,1.0009,61.2357,82.7985,96.0577,7.6276,2
2009-12-27,200952,2613008,20.7181,24.0314,29.4736,0.0025,0.2629,0.9176,2.1036,0.9973,0.9996,1.001,53.701,78.1331,93.2509,8.7556,2
2009-12-27,200952,2613107,20.7013,24.0286,29.7618,0.0031,0.1361,0.4596,1.0889,0.9973,0.9996,1.0009,52.919,78.1984,93.8514,9.0605,2
2009-12-27,200952,2613206,21.6614,24.8527,29.0438,0.0009,0.0894,0.3114,0.7149,0.997,0.9992,1.0006,62.5004,81.5807,94.8872,7.3825,2
2009-12-27,200952,2613305,22.1328,25.1888,28.9008,0.0036,0.114,0.3567,0.9119,0.997,0.999,1.0005,65.7132,81.972,95.2072,6.768,2
2009-12-27,200952,2613404,24.2224,26.0653,27.84,0.0274,0.1669,0.3332,1.3349,0.9967,0.9985,1.0,73.2292,83.0639,91.593,3.6176,2
2009-12-27,200952,2613503,21.7895,24.0426,27.9679,0.0148,1.244,3.5721,9.9516,0.9965,0.999,1.0015,66.2159,83.9162,92.792,6.1784,2
2009-12-27,200952,2613602,21.2944,24.8317,30.6662,0.005,0.3889,1.0839,3.111,0.9961,0.9991,1.0009,50.3965,76.4623,93.154,9.3718,2
2009-12-27,200952,2613701,23.1999,25.8168,28.8349,0.0281,0.1481,0.3099,1.1854,0.9967,0.9987,1.0,70.0,83.0649,94.0381,5.6349,2
2009-12-27,200952,2613800,22.4312,25.4799,30.7533,0.0121,0.2535,1.429,2.0279,0.9968,0.9988,1.0002,58.0012,80.5241,94.1623,8.3221,2
2009-12-27,200952,2613909,22.1509,25.0258,29.3979,0.0127,1.7941,7.9164,14.352,0.9963,0.999,1.0012,61.4982,80.1464,92.1621,7.247,2
2009-12-27,200952,2614006,22.021,24.3737,28.0523,0.011,1.3823,5.036,11.0578,0.9965,0.9989,1.0014,65.4188,83.0726,93.0868,6.0313,2
2009-12-27,200952,2614105,21.4003,24.7668,30.0062,0.0077,0.891,2.8056,7.1278,0.9962,0.999,1.0009,55.3709,78.4021,92.3382,8.606,2
2009-12-27,200952,2614204,23.7725,26.0319,28.4086,0.0319,0.1546,0.342,1.237,0.9967,0.9986,1.0,70.4806,83.2526,93.4553,4.636,2
2009-12-27,200952,2614303,20.6136,22.8059,25.2721,0.0111,1.168,4.0011,9.3435,0.9972,0.9994,1.0016,77.3288,87.1632,94.1576,4.6585,2
2009-12-27,200952,2614402,21.4222,24.463,28.9302,0.0157,1.5221,5.1831,12.1768,0.9965,0.999,1.0011,62.7134,81.2482,93.5509,7.508,2
